,index,ADR_SECTEUR,ANNEEDEPLANTATION,ANNEEREALISATIONDIAGNOSTIC,ANNEETRAVAUXPRECONISESDIAG,CODE,DIAMETREARBREAUNMETRE,ESPECE,GENRE_BOTA,PLU,SEVERITEDIAGNOSTIC,PRIORITEDERENOUVELLEMENT,ARBREDEVOIRIE,STADEDEDEVELOPPEMENT,STADEDEVELOPPEMENTDIAG,TRAITEMENTCHENILLES,TRAVAUXPRECONISESDIAG,TROTTOIR,VIGUEUR,DEFAUT,Collet,Houppier,Racine,Tronc,latitude,longitude,TETEDECHAT,LIERRE,CEPEE
6560,6613,3,2004,2014,2014,ESP24577,80,acerifolia,Platanus,0,0,3,0,1,1,0,2,0,3,1,0,1,0,0,5.720787845888811,45.17621374764985,0,0,0
6561,6614,0,2004,2014,2016,ESP26039,30,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.713824991547641,45.18623022679108,0,0,0
6562,6615,3,2014,2014,2020,ESP32587,10,pumila,Malus,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5.737468176139336,45.17664255191243,0,0,0
6563,6616,2,2004,2014,2014,ESP22176,40,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.725255679214452,45.15953085465581,0,0,0
6564,6617,3,2004,2013,2015,ESP21915,30,negundo,Acer,0,0,2,1,1,1,0,0,0,3,1,1,0,0,0,5.7259866266247705,45.175582687119025,0,0,0
6565,6618,5,2004,2014,2014,ESP13680,50,tulipifera,Liriodendron,0,0,2,0,1,1,0,2,0,3,1,0,1,0,0,5.736060219159322,45.19577637090731,0,0,0
6566,6619,2,2015,2015,2020,ESP32525,10,monspessulanum,Acer,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,5.731528072400126,45.16635809623728,0,0,0
6567,6620,1,2004,2013,2015,ESP15922,50,atlantica,Cedrus,0,0,3,0,1,1,2,0,0,3,0,0,0,0,0,5.705383769879578,45.16326982720625,0,0,0
6568,6621,5,2004,2015,2018,ESP24472,30,lawsoniana,Chamaecyparis,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.719784826806647,45.19426749853004,0,0,0
6569,6622,2,2004,2015,2020,ESP27449,20,?,Acer,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.729998257285068,45.16477587307655,0,0,0
6570,6623,5,2004,2014,2016,ESP18004,30,betulus,Carpinus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.740041674464807,45.199037720131614,0,0,0
6571,6624,1,2004,2014,2014,ESP4171,30,cordata,Alnus,0,0,3,1,1,1,0,1,1,3,0,0,0,0,0,5.704293418185982,45.16159296805195,0,0,0
6572,6625,0,2004,2014,2019,ESP26615,30,acerifolia,Platanus,0,0,3,0,1,1,0,2,0,3,0,0,0,0,0,5.703930868800532,45.18038782330624,0,0,0
6573,6626,1,2004,2015,2018,ESP22585,10,verrucosa,Betula,0,1,3,1,1,0,0,1,0,3,1,0,0,0,1,5.71349512340008,45.180171523644695,0,0,0
6574,6627,5,2004,2015,2017,ESP3984,20,platyphyllos,Tilia,0,0,3,1,0,0,0,1,1,3,0,0,0,0,0,5.731957331959283,45.193123496437025,0,0,0
6575,6628,2,2004,2015,2017,ESP9734,10,angustifolia,Fraxinus,0,1,3,0,0,1,0,0,0,1,1,0,0,0,1,5.727553922355798,45.16032236677868,0,0,0
6576,6629,2,2004,2013,2015,ESP29052,30,serrulata,Prunus,0,0,3,0,1,1,0,1,0,3,1,1,0,0,0,5.734518947081918,45.16678254315812,0,0,0
6577,6630,5,2004,2013,2015,ESP8789,50,tomentosa,Tilia,0,1,2,1,1,1,0,0,0,1,1,1,0,1,1,5.720960029914553,45.1914967314739,0,0,0
6578,6631,2,2004,2015,2018,ESP15661,30,acerifolia,Platanus,0,1,2,1,1,1,0,0,1,1,1,0,0,0,1,5.7238275846276325,45.16074510560092,0,0,0
6579,6632,5,2004,2014,2015,ESP17991,130,acerifolia,Platanus,0,0,2,0,1,1,0,2,0,1,0,0,0,0,0,5.7368712452078885,45.19386659698907,0,0,0
6580,6633,5,2004,2014,2016,ESP9100,90,occidentalis,Thuja,0,0,3,0,1,1,0,0,0,1,1,0,1,0,0,5.7353151950445955,45.18761776971758,0,0,0
6581,6634,3,2004,2014,2015,ESP5554,100,acerifolia,Platanus,0,0,3,0,1,1,0,2,0,1,1,0,1,0,0,5.720768108085194,45.176145792743576,0,0,0
6582,6635,5,2004,2014,2017,ESP3177,30,atlantica,Cedrus,0,0,3,0,1,1,3,2,0,3,0,0,0,0,0,5.737081650314695,45.19446810848913,0,1,0
6583,6636,1,2004,2013,2015,ESP9895,40,tomentosa,Tilia,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,5.711684499872582,45.174453175544585,0,0,0
6584,6637,1,2009,2013,2012,ESP13030,40,australis,Celtis,0,1,3,0,1,1,0,0,0,3,0,0,0,0,0,5.705433841262917,45.163875419814175,0,0,0
6585,6638,4,2004,2015,2017,ESP23039,10,pseudoacacia,Robinia,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.740094572401026,45.18926145451356,0,0,0
6586,6639,5,2004,2015,2018,ESP6823,10,styraciflua,Liquidambar,0,0,3,1,1,1,0,1,1,3,1,0,1,0,0,5.728052637778874,45.18247838571169,0,0,0
6587,6640,2,2004,2015,2018,ESP24177,30,japonica,Sophora,0,2,0,0,1,1,0,0,0,1,1,0,1,0,1,5.733386592275817,45.1609064967471,0,0,0
6588,6641,3,2004,2015,2017,ESP25597,20,nigra,Pinus,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.717450615187619,45.17550538186652,0,0,0
6589,6642,3,2004,2015,2018,ESP5563,10,papyrifera,Broussonetia,0,1,3,0,1,1,0,1,0,3,1,0,1,0,0,5.732451974441591,45.173237283912265,0,0,0
6590,6643,3,2004,2013,2015,ESP3560,40,japonica,Sophora,0,0,2,1,1,1,0,0,1,3,1,0,1,0,0,5.722815204532106,45.176685275141594,0,0,0
6591,6644,2,2004,2015,2020,ESP15307,0,monspessulanum,Acer,0,0,3,1,1,0,0,1,0,3,0,0,0,0,0,5.730326070881472,45.16527376708574,0,0,0
6592,6645,1,2004,2014,2014,ESP9921,20,cordata,Alnus,0,0,3,1,1,1,0,1,1,3,1,0,0,0,1,5.705003515893824,45.158899313366334,0,0,0
6593,6646,5,2004,2013,2015,ESP13520,40,pseudoplatanus,Acer,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.73919493539418,45.188335590973914,0,0,0
6594,6647,4,2004,2013,2018,ESP21358,20,calleryana,Pyrus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.7370783174465005,45.17070022684528,0,0,0
6595,6648,4,2004,2014,2014,ESP2490,40,nigra,Populus,0,1,2,0,1,1,0,2,0,3,1,0,1,0,0,5.7417258129462825,45.17627214897858,0,0,0
6596,6649,5,2014,2014,2020,ESP32986,10,cappadocicum,Acer,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.717284177522732,45.18219609652907,0,0,0
6597,6650,1,2004,2013,2012,ESP6594,50,platanoides,Acer,0,2,0,0,1,1,0,0,0,3,1,0,1,0,1,5.704344486591788,45.164515515966286,0,0,0
6598,6651,4,2014,2014,2019,ESP33066,10,cappadocicum,Acer,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.743374755849135,45.17174590226902,0,0,0
6599,6652,3,2004,2013,2015,ESP26164,30,hippocastanum,Aesculus,0,0,2,0,1,1,0,0,0,3,0,0,0,0,0,5.739274363723699,45.1735291701607,0,0,0
6600,6654,3,2004,2013,2015,ESP4444,60,robusta,Populus,0,0,2,1,1,1,0,0,1,3,0,0,0,0,0,5.721258784176049,45.178157652449535,0,1,0
6601,6655,4,2009,2015,2017,ESP4311,10,styraciflua,Liquidambar,0,0,3,1,0,1,0,1,1,3,0,0,0,0,0,5.741568648682519,45.17371039942209,0,0,0
6602,6656,4,2004,2015,2017,ESP10181,0,?,Malus,0,0,3,0,0,0,0,1,1,3,0,0,0,0,0,5.744886069763199,45.173272373989136,0,0,0
6603,6657,5,2004,2014,2016,ESP18838,20,sylvestris,Pinus,0,0,3,0,1,1,2,0,0,3,0,0,0,0,0,5.739774137846642,45.19904337172121,0,0,0
6604,6658,4,2004,2013,2015,ESP18117,30,saccharinum,Acer,0,0,2,1,1,1,0,0,0,3,0,0,0,0,0,5.745180693502348,45.17967172542477,0,0,0
6605,6659,4,2004,2015,2018,ESP12338,10,fraxinifolia,Pterocarya,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.741855662697505,45.18797677026355,0,0,0
6606,6660,5,2004,2015,2016,ESP30151,30,acerifolia,Platanus,1,1,2,1,1,1,0,1,1,1,1,0,1,0,0,5.7174018714018,45.19637100563489,1,0,0
6607,6661,2,2004,2015,2020,ESP15086,0,platanoides,Acer,0,0,3,0,1,0,0,1,1,3,0,0,0,0,0,5.727013654114404,45.16382447963113,0,0,0
6608,6662,3,2004,2015,2017,ESP19580,10,sempervirens,Cupressus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.724342235444211,45.17886976486378,0,0,0
6609,6663,3,2004,2014,2016,ESP1464,110,acerifolia,Platanus,0,0,3,0,1,1,0,2,0,3,1,1,1,0,1,5.72103610137075,45.176944946089755,0,0,0
6610,6664,2,2004,2013,2015,ESP8039,50,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.734935197186054,45.15650259539933,0,0,0
6611,6665,3,2004,2014,2014,ESP19346,10,tomentosa,Tilia,0,0,3,1,1,1,0,2,0,3,0,0,0,0,0,5.731709987267376,45.183062721796986,0,0,0
6612,6666,2,2005,2015,2017,ESP22879,10,paniculata,Koelreuteria,0,0,3,0,1,0,0,0,0,3,1,1,0,0,0,5.722367076072699,45.16536325467586,0,0,0
6613,6667,4,2004,2014,2016,ESP29799,90,nigra,Populus,0,2,2,0,1,2,0,2,0,1,1,1,1,1,1,5.7432125697750385,45.1755032600516,0,0,0
6614,6668,5,2004,2015,2016,ESP5506,90,acerifolia,Platanus,1,2,0,1,1,2,0,3,1,1,1,1,1,1,1,5.7182676676646444,45.19492234367411,1,0,0
6615,6669,3,2004,2014,2014,ESP20954,30,nigra,Populus,0,1,2,0,1,2,0,2,0,1,1,0,1,0,0,5.721519130909414,45.17638568113152,0,0,0
6616,6670,3,2004,2014,2016,ESP14333,0,siliquastrum,Cercis,0,0,3,1,1,0,0,0,0,3,0,0,0,0,0,5.7194701377818955,45.17600594628241,0,0,0
6617,6671,0,2014,2014,2019,ESP33289,10,sylvatica,Fagus,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,5.700024471694381,45.20542923385577,0,0,0
6618,6672,3,2004,2014,2016,ESP4475,30,tomentosa,Tilia,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.720663336518836,45.1695494242231,0,0,0
6619,6673,4,2004,2015,2020,ESP16113,10,?,Acer,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.743254747187736,45.18816651598384,0,0,0
6620,6674,2,2004,2013,2015,ESP17017,20,triacanthos,Gleditsia,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.728740718474645,45.166988851775486,0,0,0
6621,6675,4,2004,2013,2016,ESP8541,50,sylvestris,Pinus,0,0,3,0,1,1,3,2,0,3,0,0,0,0,0,5.737407888863864,45.168770949652526,0,0,0
6622,6676,4,2004,2015,2017,ESP21630,20,betulus,Carpinus,0,0,3,0,1,1,0,0,0,3,1,0,1,0,0,5.7325657508937065,45.16969938677854,0,0,0
6623,6677,4,2004,2013,2015,ESP17852,60,acerifolia,Platanus,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.745589258139222,45.17265417633034,0,0,0
6624,6678,2,2004,2015,2018,ESP6634,40,acerifolia,Platanus,0,0,3,1,1,1,0,1,1,3,0,0,0,0,0,5.734859166848079,45.160194171810424,0,0,0
6625,6679,3,2004,2013,2015,ESP14004,20,cordata,Alnus,0,0,2,1,1,1,0,0,1,3,0,0,0,0,0,5.739472586241527,45.176107452543555,0,0,0
6626,6680,5,2004,2015,2017,ESP11966,0,styraciflua,Liquidambar,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.726059650395434,45.18165847044891,0,0,0
6627,6681,4,2004,2014,2019,ESP27797,80,acerifolia,Platanus,1,0,3,0,1,1,0,2,0,3,0,0,0,0,0,5.743566014085348,45.17905707116809,0,0,0
6628,6682,2,2004,2015,2017,ESP9641,0,utilis,Betula,0,1,3,1,1,0,0,1,1,3,1,0,1,0,1,5.725379622953647,45.16754706984418,0,0,0
6629,6683,0,2014,2014,2019,ESP33365,10,spaitii,Alnus,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,5.7026042492268125,45.20370949873073,0,0,0
6630,6684,3,2004,2013,2015,ESP6423,10,platanoides,Acer,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.725030135708659,45.17416587921381,0,0,0
6631,6685,2,2009,2015,2017,ESP30203,10,utilis,Betula,0,1,3,0,0,1,0,1,1,3,1,0,0,0,1,5.725555736211968,45.167928152059154,0,0,0
6632,6686,5,2004,2014,2014,ESP16186,50,acerifolia,Platanus,1,1,2,0,1,1,0,2,0,1,1,0,1,0,0,5.727218238996632,45.19188407793281,0,0,0
6633,6687,1,2004,2015,2017,ESP6996,20,tomentosa,Tilia,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.70394807450725,45.17084554399788,0,0,0
6634,6688,4,2004,2015,2020,ESP24986,20,atlantica,Cedrus,0,1,3,0,1,1,3,1,0,3,0,0,0,0,0,5.741528304299477,45.178654752956064,0,0,0
6635,6689,0,2004,2014,2014,ESP2991,70,acerifolia,Platanus,0,0,2,1,1,1,0,1,1,1,1,0,1,0,0,5.714445036106858,45.19703298703207,1,0,0
6636,6690,0,2004,2014,2019,ESP5462,30,acerifolia,Platanus,0,0,3,0,1,1,0,2,0,3,0,0,0,0,0,5.703432185041754,45.1807804631097,0,0,0
6637,6691,2,2004,2015,2017,ESP22164,10,utilis,Betula,0,1,3,1,1,1,0,1,1,3,1,0,1,0,0,5.725463774070855,45.16552264864991,0,0,0
6638,6692,2,2004,2014,2014,ESP15545,40,?,Acer,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.7315489231173204,45.16130743045339,0,0,0
6639,6693,5,2004,2013,2015,ESP16207,30,tomentosa,Tilia,0,1,2,1,1,1,0,0,0,1,1,0,0,1,0,5.7216649409330556,45.19070267978261,0,0,0
6640,6694,5,2004,2015,2016,ESP25036,20,sylvestris,Pinus,0,0,3,1,1,1,2,1,0,3,0,0,0,0,0,5.737967015574486,45.190928787252325,0,0,0
6641,6695,5,2004,2015,2019,ESP1933,20,nigra,Pinus,0,1,3,1,1,1,1,1,1,3,1,0,0,0,1,5.71727586282593,45.19444317245396,0,0,0
6642,6696,3,2004,2013,2015,ESP23636,20,japonica,Sophora,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.718324567564804,45.17466065452449,0,0,0
6643,6697,1,2006,2013,2012,ESP30356,60,tomentosa,Tilia,0,1,3,0,1,1,0,0,0,3,1,0,1,0,0,5.705484031931483,45.16634442297461,0,0,0
6644,6698,3,2004,2015,2016,ESP6554,20,siliquastrum,Cercis,0,3,0,0,1,1,0,3,0,1,1,0,0,0,1,5.7204713015104245,45.17997569458615,0,0,0
6645,6699,1,2004,2013,2015,ESP17222,20,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.713667179693902,45.171376005136395,0,0,0
6646,6700,2,2004,2014,2015,ESP5287,30,?,Acer,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.7315568254404905,45.161329442785174,0,0,0
6647,6701,3,2004,2014,2015,ESP14368,30,sylvestris,Pinus,0,0,3,0,1,1,3,2,0,1,1,0,0,1,1,5.721703445448315,45.17714974299037,0,0,0
6648,6702,2,2004,2015,2017,ESP21637,10,utilis,Betula,0,1,3,1,1,1,0,1,1,3,1,0,0,0,1,5.725476280098494,45.1651374048613,0,0,0
6649,6703,4,2004,2015,2020,ESP17862,20,?,Acer,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.744412035704823,45.18870920699354,0,0,0
6650,6704,5,2004,2015,2016,ESP3102,60,acerifolia,Platanus,1,2,0,1,1,1,0,3,0,0,1,1,1,0,0,5.716144121746018,45.19666812516011,1,0,0
6651,6705,0,2004,2014,2014,ESP26474,40,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.71344011963689,45.194733220239804,0,0,0
6652,6706,1,2004,2015,2017,ESP30017,10,styraciflua,Liquidambar,0,0,3,1,1,0,0,0,1,3,0,0,0,0,0,5.708040650848793,45.17998581519194,0,0,0
6653,6707,4,2004,2015,2018,ESP9243,20,styraciflua,Liquidambar,0,0,3,1,1,1,0,1,1,3,0,0,0,0,0,5.737235440896621,45.169116081538704,0,0,0
6654,6708,2,2008,2015,2017,ESP25813,0,ginnala,Acer,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5.728960488393693,45.166254954732075,0,0,0
6655,6709,3,2004,2014,2014,ESP5045,50,tremula,Populus,0,0,3,1,1,1,0,1,1,3,0,0,0,0,0,5.71971683732672,45.16070102727389,0,0,0
6656,6710,1,2004,2013,2019,ESP19630,20,grandiflora,Magnolia,0,0,3,0,1,1,0,0,1,3,0,0,0,0,0,5.712245551743763,45.179965921065005,0,0,0
6657,6711,1,2004,2013,2015,ESP8398,50,atlantica,Cedrus,0,0,3,0,1,1,2,0,0,3,1,1,0,1,1,5.705571196663369,45.16327745681249,0,0,0
6658,6712,4,2004,2015,2017,ESP12747,30,abies,Picea,0,0,3,1,1,1,0,1,0,3,1,1,0,0,0,5.740649767663378,45.17688716204116,0,0,0
6659,6713,1,2004,2015,2017,ESP26556,50,acerifolia,Platanus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.710809641185281,45.166851949015474,0,0,0
6660,6714,4,2004,2015,2017,ESP26008,0,campestre,Acer,0,0,3,0,1,0,0,0,1,3,0,0,0,0,0,5.745211543886671,45.17247026920518,0,0,0
6661,6715,3,2004,2013,2015,ESP21445,10,japonica,Sophora,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.722950169681369,45.1769284203915,0,0,0
6662,6716,1,2004,2013,2015,ESP11674,50,platanoides,Acer,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.705515704617598,45.164267292264114,0,0,0
6663,6717,0,2004,2015,2016,ESP18660,70,domestica,Prunus,0,1,2,0,1,1,0,0,0,3,1,0,1,0,0,5.714056934980001,45.195659144652446,0,0,0
6664,6718,1,2004,2013,2018,ESP8954,20,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.709494132910511,45.16003696768059,0,0,0
6665,6719,5,2004,2015,2017,ESP11567,70,atlantica,Cedrus,0,0,3,0,1,1,3,1,0,3,0,0,0,0,0,5.720225036436919,45.19367187102816,0,0,0
6666,6720,4,2004,2013,2018,ESP30765,70,acerifolia,Platanus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.738181822361694,45.16914381543245,0,0,0
6667,6721,1,2014,2014,2020,ESP33228,10,vulgaris,Syringa,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.703703261901606,45.1706271629097,0,0,0
6668,6722,1,2006,2013,2012,ESP20641,50,palustris,Quercus,0,0,3,0,1,1,0,0,0,3,1,0,1,0,0,5.702916792659152,45.163295675429936,0,0,0
6669,6723,2,2004,2015,2017,ESP22891,0,utilis,Betula,0,1,3,0,1,0,0,1,1,3,1,0,1,0,0,5.725316019648267,45.16798974897152,0,0,0
6670,6724,1,2004,2013,2015,ESP4370,60,verrucosa,Betula,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.707224748860931,45.16475325738113,0,0,0
6671,6725,2,2004,2014,2016,ESP13354,30,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.732693476023832,45.15349033155726,0,0,0
6672,6726,1,2004,2014,2014,ESP26621,10,tomentosa,Tilia,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.711982771964523,45.16482222213221,0,0,0
6673,6727,0,2014,2014,2019,ESP33100,10,pumila,Malus,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5.710442237805004,45.19165084430469,0,0,0
6674,6728,4,2004,2015,2018,ESP28790,30,styraciflua,Liquidambar,0,0,3,1,1,1,0,1,1,3,0,0,0,0,0,5.7370171530348655,45.16986624775185,0,0,0
6675,6729,4,2004,2015,2017,ESP4713,10,betulus,Carpinus,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,5.7326065866886315,45.16904267749897,0,0,0
6676,6730,4,2004,2014,2019,ESP24954,40,abies,Picea,0,0,3,0,1,1,0,2,0,3,1,0,0,1,0,5.743463243252611,45.178911919812315,0,0,0
6677,6731,1,2012,2015,2018,ESP17230,10,velutina,Fraxinus,0,0,3,1,0,1,0,1,1,3,0,0,0,0,0,5.705731039721913,45.16797266725139,0,0,0
6678,6732,5,2004,2015,2016,ESP25662,20,pseudoplatanus,Acer,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.720263267681985,45.19019673326542,0,0,0
6679,6733,5,2004,2014,2014,ESP17949,10,campestris,Acer,0,2,2,0,1,1,0,2,0,0,1,0,1,0,0,5.727287632844072,45.18441540293997,0,0,0
6680,6734,5,2004,2014,2014,ESP15480,40,nigra,Populus,0,1,2,0,1,2,0,2,0,1,1,1,1,1,0,5.727622089845387,45.18391577537357,0,0,0
6681,6735,5,2004,2015,2016,ESP4049,10,sylvatica,Fagus,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5.721656474962142,45.18222218724756,0,0,0
6682,6736,1,2004,2013,2015,ESP6362,40,pungens,Picea,0,0,3,0,1,1,0,0,0,3,1,1,1,0,1,5.7079817002576645,45.165633085172395,0,0,0
6683,6737,4,2004,2015,2017,ESP24015,40,acerifolia,Platanus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.744605645872932,45.18823371658141,0,0,0
6684,6738,0,2004,2013,2015,ESP12415,20,platanoides,Acer,0,0,2,1,1,1,0,0,0,3,0,0,0,0,0,5.712761799388495,45.20007066948262,0,0,0
6685,6739,4,2004,2015,2017,ESP12760,30,betulus,Carpinus,0,1,2,0,1,1,0,0,0,3,1,0,1,0,0,5.732702577888842,45.1690245626683,0,0,0
6686,6740,2,2004,2015,2020,ESP5791,30,?,Acer,0,1,3,0,1,1,0,1,0,3,1,0,0,0,1,5.724129515034065,45.16407309632278,0,0,0
6687,6741,5,2004,2015,2025,ESP4830,30,styraciflua,Liquidambar,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.745082403172677,45.19567067731368,0,0,0
6688,6742,1,2014,2014,2019,ESP33541,10,avellana,Corylus,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5.703031711536195,45.17020550046142,0,0,0
6689,6743,4,2004,2015,2018,ESP19869,40,?,Acer,0,1,3,0,1,1,0,1,0,3,1,0,1,0,0,5.744830871245362,45.18827205689084,0,0,0
6690,6744,3,2004,2014,2014,ESP23353,10,campestris,Acer,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.737790904120067,45.17588012123812,0,0,0
6691,6745,4,2013,2013,2019,ESP31805,10,castaneifolia,Quercus,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.740019959518318,45.18426054970258,0,0,0
6692,6746,2,2004,2014,2016,ESP30226,10,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.739179518895132,45.16010038578328,0,0,0
6693,6747,5,2004,2015,2017,ESP13234,20,calleryana,Pyrus,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.740806170844669,45.19572805407496,0,0,0
6694,6748,2,2004,2015,2016,ESP15561,20,betulus,Carpinus,0,1,0,0,1,2,0,2,1,0,1,0,1,0,0,5.726921640194682,45.161100186949426,0,0,0
6695,6749,0,2005,2015,2018,ESP22033,10,tulipifera,Liriodendron,0,0,3,1,1,0,0,1,0,3,0,0,0,0,0,5.714754403769219,45.180304673559974,0,0,0
6696,6750,3,2004,2014,2014,ESP21157,40,excelsior,Fraxinus,0,1,2,1,1,2,0,2,1,1,1,0,1,0,0,5.73734492084094,45.18229818268233,0,0,0
6697,6751,1,2004,2015,2017,ESP31080,10,?,Pinus,0,0,3,0,1,0,3,1,0,3,0,0,0,0,0,5.709851090286345,45.16786512855363,0,0,0
6698,6752,1,2004,2013,2015,ESP19943,30,platanoides,Acer,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.714077517680225,45.17483813351386,0,0,0
6699,6753,5,2004,2014,2014,ESP6913,20,bignonoides,Catalpa,0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,5.741783317520481,45.198981962467,0,1,0
6700,6754,5,2004,2014,2015,ESP9246,40,nigra,Pinus,0,0,2,0,1,1,2,2,0,3,0,0,0,0,0,5.736170906171244,45.19439298984434,0,0,0
6701,6755,2,2004,2015,2018,ESP30707,20,acerifolia,Platanus,0,1,3,1,1,1,0,1,0,3,1,0,1,0,1,5.739650990283098,45.16113516733601,0,0,0
6702,6756,3,2004,2014,2016,ESP1512,20,grandiflora,Magnolia,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.7179116963284855,45.16284657391094,0,0,0
6703,6757,2,2009,2015,2018,ESP2357,10,platanoides,Acer,0,0,3,1,1,0,0,1,1,3,0,0,0,0,0,5.724653617121153,45.16719068969701,0,0,0
6704,6758,5,2004,2015,2020,ESP2597,40,styraciflua,Liquidambar,0,1,3,0,1,1,0,1,0,3,1,0,1,1,0,5.745705467229126,45.193173279434966,0,0,0
6705,6759,0,2004,2015,2018,ESP26046,20,tomentosa,Tilia,0,0,3,0,1,1,0,1,1,3,0,0,0,0,0,5.71033406899389,45.19279344012509,0,0,0
6706,6760,4,2004,2013,2015,ESP10846,60,verrucosa,Betula,0,1,2,0,2,2,0,0,0,3,0,0,0,0,0,5.737134315418829,45.16981685168894,0,0,0
6707,6761,5,2004,2015,2017,ESP13555,60,procera ,Ulmus,0,1,2,0,2,2,0,3,0,1,1,0,1,0,0,5.740333014572202,45.18882422889347,0,1,0
6708,6762,5,2004,2015,2020,ESP3050,30,grandiflora,Magnolia,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.732290605601602,45.19364906323627,0,0,0
6709,6763,3,2004,2015,2015,ESP24241,40,platanoides,Acer,0,0,3,0,1,1,0,2,0,3,1,0,1,0,0,5.719302087145862,45.17899233898474,0,0,0
6710,6764,5,2004,2015,2017,ESP16975,70,acerifolia,Platanus,0,0,3,1,1,1,0,1,1,3,1,0,1,0,0,5.732208603116836,45.183938096907546,0,0,0
6711,6765,1,2004,2014,2016,ESP3632,30,platanoides,Acer,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.710394911659801,45.174664643420506,0,0,0
6712,6766,4,2004,2015,2016,ESP16395,20,betulus,Carpinus,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.741048166708822,45.18908076903497,0,0,0
6713,6767,0,2004,2013,2014,ESP2983,20,japonica,Sophora,0,0,2,1,1,1,0,1,0,1,0,0,0,0,0,5.713589063501983,45.18968137772332,0,0,0
6714,6768,2,2004,2014,2016,ESP16739,10,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.739149159544839,45.16005786835808,0,0,0
6715,6769,2,2004,2015,2016,ESP20522,40,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.7308617172735605,45.16235823135512,0,0,0
